Title,Platform,Release Date,Release Region,Publisher,Developer,Franchise,Genre,Game Faqs Match Title,Giant Bomb Match Title,Igdb Match Title,Metacritic Match Title,Moby Games Match Title,Rom Hacking Match Title,Steam Match Title,Hltb Match Title,Price Charting Match Title,Vg Chartz Match Title,Gameye Match Title,Game Jolt Match Title,Cooptimus Match Title,Arcade Database Match Title,Game Spot Match Title,Vndb Match Title
Yuu Yuu Hakusho Gaiden,Sega Genesis,28/01/1994,JP,Sega,Gau Entertainment,Yu Yu Hakusho,Visual Novel,,,,,,,,,,,,,,,,
Bastard!!: Ankoku no Hakai-Shin,SNES,28/01/1994,JP,Cobra Team,Cobra Team,,Fighting,,,,,,,,,,,,,,,,
Majin Tensei,SNES,28/01/1994,JP,Atlus,Atlus,Megami Tensei,Strategy RPG,,,,,Majin Tensei,,,,,,,,,,,
Fire Emblem: Monshō no Nazo,SNES,21/01/1994,JP,Nintendo,Intelligent Systems,Fire Emblem,Strategy RPG,,,,,Fire Emblem: Monshō no Nazo,,,,,,,,,,,
Amaranth III,NEC PC-9801,14/01/1994,JP,Fuga System Corp.,Fuga System Corp.,Amaranth,Action RPG,,,,,Amaranth III,,,,,,,,,,,
Dragonsphere,PC,07/01/1994,NA,MicroProse,MPS Labs,,Adventure,,,,,Dragonsphere,,,,,,,,,,,
Pop'n TwinBee: Rainbow Bell Adventures,SNES,07/01/1994,EU,Konami,Konami,TwinBee,Scrolling Shooter,,,,,,,,,,,,,,,,
Inherit the Earth: Quest for the Orb,PC,02/01/1994,NA,New World Computing,The Dreamers Guild,,Adventure,,,,,Inherit the Earth: Quest for the Orb,,,,,,,,,,,
Advanced Dungeons & Dragons: Slayer,3DO,01/01/1994,NA,Strategic Designs,Lion Entertainment,Dungeons & Dragons,Action RPG,,,,,,,,,,,,,,,,
Guardian War,3DO,01/01/1994,NA,Matsushita Electric,Micro Cabin,,Strategy RPG,,,,,Guardian War,,,,,,,,,,,
Iron Angel of the Apocalypse,3DO,01/01/1994,NA,Synergy Interactive,Synergy,Iron Angel of the Apocalypse,First-Person Shooter,,,,,Iron Angel of the Apocalypse,,,,,,,,,,,
Seal of the Pharaoh,3DO,01/01/1994,NA,Panasonic,System Sacom,,Dungeon Crawler,,,,,Seal of the Pharaoh,,,,,,,,,,,
Shadow: War of Succession,3DO,01/01/1994,NA,Tribeca Digital Studios,Tribeca Digital Studios,,Fighting,,,,,Shadow: War of Succession,,,,,,,,,,,
Battletoads,Arcade,01/01/1994,NA,Electronic Arts,Rare,Battletoads,Beat 'em Up,,,,,Battletoads,,,,,,,,,Battletoads,,
Blood Warrior,Arcade,01/01/1994,NA,Kaneko,Atop,,Fighting,,,,,Blood Warrior,,,,,,,,,Blood Warrior,,
BloodStorm,Arcade,01/01/1994,NA,Strata,Incredible Technologies,,Fighting,,,,,BloodStorm,,,,,,,,,,,
Charlie Ninja,Arcade,01/01/1994,NA,Mitchell Corporation,Mitchell Corporation,,Action Platformer,,,,,Charlie Ninja,,,,,,,,,Charlie Ninja,,
Crime Patrol 2: Drug Wars,3DO,01/01/1994,NA,American Laser Games,American Laser Games,Crime Patrol,Rail Shooter,,,,,,,,,,,,,,,,
Darius Gaiden,Arcade,01/01/1994,NA,Interplay,Taito,Darius,Scrolling Shooter,,,,,Darius Gaiden,,,,,,,,,,,
Denjinmakai,Arcade,01/01/1994,NA,Banpresto,Winkysoft,Denjinmakai,Beat 'em Up,,,,,Denjinmakai,,,,,,,,,,,
Dragon Ball Z 2: Super Battle,Arcade,01/01/1994,JP,Banpresto,Cobra Team,Dragon Ball,Fighting,,,,,Dragon Ball Z 2: Super Battle,,,,,,,,,Dragon Ball Z 2 - Super Battle,,
Dungeon Magic,Arcade,01/01/1994,NA,Taito,Taito,,Beat 'em Up,,,,,Dungeon Magic,,,,,,,,,,,
Dyna Gear,Arcade,01/01/1994,JP,Sammy Corporation,Scarab,,Action Platformer,,,,,Dyna Gear,,,,,,,,,Dyna Gear,,
Jurassic Park,Arcade,01/01/1994,NA,Sega,Sega AM3,Jurassic Park,Rail Shooter,,,,,Jurassic Park,,,,,,,,,,,
Kingdom Grand Prix,Arcade,01/01/1994,JP,Raizing,Raizing,Mahō Daisakusen,Scrolling Shooter,,,,,,,,,,,,,,Kingdom Grandprix,,
Mazinger Z,Arcade,01/01/1994,NA,Banpresto,Eleven,Mazinger Z,Scrolling Shooter,,,,,Mazinger Z,,,,,,,,,,,
Mobile Suit Gundam: EX Revue,Arcade,01/01/1994,JP,Banpresto,Allumer,Gundam,Fighting,,,,,Mobile Suit Gundam: EX Revue,,,,,,,,,Mobile Suit Gundam EX Revue,,
Operation Wolf 3,Arcade,01/01/1994,NA,Taito Corporation,East Technology Corp.,Operation Wolf,Rail Shooter,,,,,Operation Wolf 3,,,,,,,,,,,
Power Instinct 2,Arcade,01/01/1994,NA,Atlus,Atlus,Power Instinct,Fighting,,,,,Power Instinct 2,,,,,,,,,,,
Raiden DX,Arcade,01/01/1994,NA,Fabtek,Seibu Kaihatsu,Raiden,Scrolling Shooter,,,,,Raiden DX,,,,,,,,,Raiden DX (UK),,
Rapid Hero,Arcade,01/01/1994,JP,Media Trading Corporation,NMK,,Scrolling Shooter,,,,,Rapid Hero,,,,,,,,,,,
Ridge Racer 2,Arcade,01/01/1994,NA,Namco,Namco,Ridge Racer,Racing,,,,,Ridge Racer 2,,,,,,,,,,,
TH Strikes Back,Arcade,01/01/1994,SP,Gaelco,Gaelco,Thunder Hoop,Action Platformer,,,,,TH Strikes Back,,,,,,,,,,,
Zunzunkyō no Yabō,Arcade,01/01/1994,JP,Sega,Minato Giken,,Shooter,,,,,Zunzunkyō no Yabō,,,,,,,,,,,
Darkmere: The Nightmare's Begun,Commodore Amiga,01/01/1994,EU,Core Design,Zero Hour Software,,Action Adventure,,,,,,,,,,,,,,,,
Super Stardust,Commodore Amiga,01/01/1994,EU,Team17,Bloodhouse,Stardust,Twin-Stick Shooter,,,,,Super Stardust,,,,,,,,,,,
Alien Breed: Tower Assault,Commodore Amiga CD32,01/01/1994,EU,Team17,Team17,Alien Breed,Shooter,,,,,Alien Breed: Tower Assault,,,,,,,,,,,
Banshee,Commodore Amiga CD32,01/01/1994,EU,Core Design,Core Design,,Scrolling Shooter,,,,,Banshee,,,,,,,,,,,
HeroQuest II: Legacy of Sorasil,Commodore Amiga CD32,01/01/1994,EU,Gremlin Graphics,Gremlin Graphics,HeroQuest,Computer RPG,,,,,HeroQuest II: Legacy of Sorasil,,,,,,,,,,,
Bonk's Revenge,Game Boy,01/01/1994,NA,Hudson Soft,Red Company Corporation,Bonk,Side-Scrolling Platformer,,,,,Bonk's Revenge,,,,,,,,,,,
Star Trek Generations: Beyond the Nexus,Game Boy,01/01/1994,NA,Absolute Entertainment,Absolute Entertainment,Star Trek,Action Adventure,,,,,,,,,,,,,,,,
Agalta II,NEC PC-9801,01/01/1994,JP,Fenrir,Fenrir,Agalta,Turn-Based RPG,,,,,Agalta II,,,,,,,,,,,
Brandish 3: Spirit of Balcan,NEC PC-9801,01/01/1994,JP,Nihon Falcom,Nihon Falcom,Brandish,Action RPG,,,,,Brandish 3: Spirit of Balcan,,,,,,,,,,,
CRW: Metal Jacket,NEC PC-9801,01/01/1994,JP,WiZ,Team Kikai,,Strategy RPG,,,,,CRW: Metal Jacket,,,,,,,,,,,
Desire,NEC PC-9801,01/01/1994,JP,C's Ware,C's Ware,,Visual Novel,,,,,Desire,,,,,,,,,,,DESIRE - Haitoku no Rasen
E.S.P.,NEC PC-9801,01/01/1994,JP,A-Inn,A-Inn,,Scrolling Shooter,,,,,E.S.P.,,,,,,,,,,,
Marble Cooking,NEC PC-9801,01/01/1994,JP,Negative,Negative,,Puzzle,,,,,Marble Cooking,,,,,,,,,,,
Chip 'n Dale: Rescue Rangers 2,NES,01/01/1994,NA,Capcom,Capcom,Chip 'n Dale,Side-Scrolling Platformer,,,,,,,,,,,,,,,,
Huang Di: Zhuo Lu Zhi Zhan,NES,01/01/1994,CN,ASDER,ASDER,,Action Platformer,,,,,,,,,,,,,,,,
Al-Qadim: The Genie's Curse,PC,01/01/1994,NA,Strategic Simulations,Cyberlore Studios,Dungeons & Dragons,Action RPG,,,,,Al-Qadim: The Genie's Curse,,,,,,,,,,,
BloodNet,PC,01/01/1994,NA,MicroProse,MicroProse,,Adventure,,,,,BloodNet,,,,,,,,,,,
Critical Path,PC,01/01/1994,NA,Media Vision Technology,Mechadeus,,FMV,,,,,,,,,,,,,,,,
Dark Sun: Wake of the Ravager,PC,01/01/1994,NA,Strategic Simulations,Strategic Simulations,Dungeons & Dragons,Computer RPG,,,,,Dark Sun: Wake of the Ravager,,,,,,,,,,,
Menzoberranzan,PC,01/01/1994,NA,Strategic Simulations,DreamForge Intertainment,Dungeons & Dragons,Computer RPG,,,,,Menzoberranzan,,,,,,,,,,,
Quarantine,PC,01/01/1994,NA,GameTek,Imagexcel,,First-Person Shooter,,,,,Quarantine,,,,,,,,,,,
Ravenloft: Strahd's Possession,PC,01/01/1994,NA,Strategic Simulations,DreamForge Intertainment,Dungeons & Dragons,Computer RPG,,,,,Ravenloft: Strahd's Possession,,,,,,,,,,,
The Legend of Kyrandia: Book Three - Malcolm's Revenge,PC,01/01/1994,NA,Virgin Interactive,Westwood Studios,The Legend of Kyrandia,Adventure,,,,,,,,,,,,,,,,
The Lemmings Chronicles,PC,01/01/1994,NA,Psygnosis,DMA Design,Lemmings,Puzzle Action,,,,,The Lemmings Chronicles,,,,,,,,,,,
Burn:Cycle,Philips CD-i,01/01/1994,NA,Philips,TripMedia,,Adventure,,,,,Burn:Cycle,,,,,,,,,,,
Mutant Rampage: BodySlam,Philips CD-i,01/01/1994,NA,Philips,Animation Magic,,Beat 'em Up,,,,,Mutant Rampage: Bodyslam,,,,,,,,,,,
The Apprentice,Philips CD-i,01/01/1994,NA,Philips Media,The Vision Factory,,Action Platformer,,,,,The Apprentice,,,,,,,,,,,
Android Assault: The Revenge of Bari-Arm,Sega CD,01/01/1994,NA,Big Fun Games,Human Entertainment,,Scrolling Shooter,,,,,Android Assault: The Revenge of Bari-Arm,,,,,,,,,,,
Battlecorps,Sega CD,01/01/1994,NA,Core Design,Core Design,,Vehicular Combat,,,,,Battlecorps,,,,,,,,,,,
Dark Wizard,Sega CD,01/01/1994,NA,Sega,Sega,,Strategy RPG,,,,,Dark Wizard,,,,,,,,,,,
Revengers of Vengeance,Sega CD,01/01/1994,NA,Extreme Entertainment Group,Micronet,,Fighting,,,,,,,,,,,,,,,,
Shining Force: The Sword of Hajya,Sega Game Gear,01/01/1994,NA,Sega,Sonic! Software Planning,Shining,Strategy RPG,,,,,Shining Force: The Sword of Hajya,,,,,,,,,,,
Cannon Fodder,Sega Genesis,01/01/1994,NA,Virgin Interactive,Sensible Software,Cannon Fodder,Strategy,,,,,Cannon Fodder,,,,,,,,,,,
Generations Lost,Sega Genesis,01/01/1994,NA,Time Warner Interactive,Pacific Softscape,,Action Platformer,,,,,,,,,,,,,,,,
Mega SWIV,Sega Genesis,01/01/1994,EU,Time Warner Interactive,SCi Games,SWIV,Scrolling Shooter,,,,,,,,,,,,,,,,
Pitfall: The Mayan Adventure,Sega Genesis,01/01/1994,NA,Activision,Activision,Pitfall,Side-Scrolling Platformer,,,,,Pitfall: The Mayan Adventure,,,,,,,,,,,
Shadowrun,Sega Genesis,01/01/1994,NA,Sega,Blue Sky Software,Shadowrun,Action RPG,,,,,Shadowrun,,,,,,,,,,,
Wolverine: Adamantium Rage,Sega Genesis,01/01/1994,NA,Acclaim Entertainment,Teeny Weeny Games,X-Men,Action Platformer,,,,,Wolverine: Adamantium Rage,,,,,,,,,,,
Zero Tolerance,Sega Genesis,01/01/1994,NA,Accolade,Technopop,,First-Person Shooter,,,,,Zero Tolerance,,,,,,,,,,,
New Horizons,SNES,01/01/1994,NA,Koei,Koei,Uncharted Waters,Strategy,,,,,New Horizons,,,,,,,,,,,
Skyblazer,SNES,01/01/1994,NA,Sony Imagesoft,Ukiyotei,,Action Platformer,,,,,Skyblazer,,,,,,,,,,,
The Adventures of Batman & Robin,SNES,01/01/1994,NA,Konami,Konami,Batman,Beat 'em Up,,,,,The Adventures of Batman & Robin,,,,,,,,,,,
The Death and Return of Superman,SNES,01/01/1994,NA,Sunsoft,Sunsoft,Superman,Beat 'em Up,,,,,The Death and Return of Superman,,,,,,,,,,,
Young Merlin,SNES,01/01/1994,NA,Virgin Interactive,Westwood Studios,,Action Adventure,,,,,Young Merlin,,,,,,,,,,,
Red Zone,Sega Genesis,01/01/1994,NA,Time Warner Interactive,Zyrinx,,Shooter,,,,,,,,,,,,,,,,
James Pond 3: Operation Starfish,Commodore Amiga,01/01/1994,NA,Millennium,Vectordean,James Pond,Action Platformer,,,,,,,,,,,,,,,,
Classic Lotus Trilogy,Commodore Amiga CD32,01/01/1994,EU,Gremlin Graphics,Magnetic Fields,Lotus Racing,Racing,,,,,,,,,,,,,,,,
Snatcher,Sega CD,30/11/1994,NA,Konami,Konami,,Adventure,,,,,Snatcher,,,,,,,,,,,SNATCHER
Donkey Kong Country,SNES,21/11/1994,NA,Nintendo,Rare,Donkey Kong,Side-Scrolling Platformer,,,,,Donkey Kong Country,,,,,,,,,,,
Final Fantasy III,SNES,20/10/1994,NA,Square,Square,Final Fantasy,Turn-Based RPG,,,,,Final Fantasy III,,,,,,,,,,,
Contra: The Alien Wars,Game Boy,01/10/1994,NA,Konami,Factor 5,Contra,Run and Gun,,,,,,,,,,,,,,,,
Robotrek,SNES,01/10/1994,NA,Enix,Quintet,,Turn-Based RPG,,,,,Robotrek,,,,,,,,,,,
Mad Stalker: Full Metal Force,TurboGrafx-CD,15/09/1994,JP,NEC Interchannel,Kogado Studio,Mad Stalker,Beat 'em Up,,,,,,,,,,,,,,,,
Mega Man V,Game Boy,01/09/1994,NA,Capcom,Minakuchi Engineering,Mega Man,Action Platformer,,,,,Mega Man V,,,,,,,,,,,
Spider-Man and Venom: Maximum Carnage,SNES,01/09/1994,NA,LJN,Software Creations,Spider-Man,Beat 'em Up,,,,,,,,,,,,,,,,
Contra: Hard Corps,Sega Genesis,08/08/1994,NA,Konami,Konami,Contra,Run and Gun,,,,,,,,,,,,,,,,
R-Type III: The Third Lightning,SNES,02/08/1994,NA,Jaleco,Irem,R-Type,Scrolling Shooter,,,,,R-Type III: The Third Lightning,,,,,,,,,,,
Donkey Kong,Game Boy,22/07/1994,NA,Nintendo,Nintendo EAD,Donkey Kong,Puzzle Platformer,,,,,Donkey Kong,,,,,,,,,,,
Top Hunter: Roddy & Cathy,Neo-Geo,24/06/1994,NA,SNK,SNK,,Action Platformer,,,,,Top Hunter: Roddy & Cathy,,,,,,,,,,,
Streets of Rage 3,Sega Genesis,01/06/1994,NA,Sega,Sega,Streets of Rage,Beat 'em Up,,,,,Streets of Rage 3,,,,,,,,,,,
Alien vs. Predator,Arcade,20/05/1994,NA,Capcom,Capcom,Alien,Beat 'em Up,,,,,Alien vs. Predator,,,,,,,,,,,
Super Metroid,SNES,18/04/1994,NA,Nintendo,Nintendo R&D1,Metroid,Metroidvania,,,,,Super Metroid,,,,,,,,,,,
Windjammers,Neo-Geo,08/04/1994,NA,SNK,Data East,Windjammers,Sports,,,,,Windjammers,,,,,,,,,,,
Castlevania: Bloodlines,Sega Genesis,17/03/1994,NA,Konami,Konami,Castlevania,Action Platformer,,,,,Castlevania: Bloodlines,,,,,,,,,,,
Wario Land: Super Mario Land 3,Game Boy,13/03/1994,NA,Nintendo,Nintendo R&D1,Wario Land,Side-Scrolling Platformer,,,,,Wario Land: Super Mario Land 3,,,,,,,,,,,
Mega Man 6,NES,01/03/1994,NA,Capcom,Capcom,Mega Man,Action Platformer,,,,,Mega Man 6,,,,,,,,,,,
Beneath a Steel Sky,PC,01/03/1994,NA,Virgin Interactive,Revolution Software,Beneath a Steel Sky,Adventure,,,,,Beneath a Steel Sky,,,,,,,,,,,
Dungeons & Dragons: Tower of Doom,Arcade,25/01/1994,NA,Capcom,Capcom,Dungeons & Dragons,Beat 'em Up,,,,,Dungeons & Dragons: Tower of Doom,,,,,,,,,Dungeons & Dragons: Tower of Doom (Europe 940412),,
Gunbird,Arcade,01/01/1994,NA,Jaleco,Psikyo,Gunbird,Scrolling Shooter,,,,,Gunbird,,,,,,,,,,,
RayForce,Arcade,01/01/1994,NA,Taito,Taito,Ray,Scrolling Shooter,,,,,,,,,,,,,,,,
Mega Man X,SNES,01/01/1994,NA,Capcom,Capcom,Mega Man X,Action Platformer,,,,,Mega Man X,,,,,,,,,,,
Sei Shōjo Sentai Lakers,NEC PC-9801,25/12/1993,JP,Apple Pie,Apple Pie,Sei Shōjo Sentai Lakers,Strategy RPG,,,,,Sei Shōjo Sentai Lakers,,,,,,,,,,,
Jack in the Dark,PC,25/12/1993,NA,Infogrames,Infogrames,Alone in the Dark,Survival Horror,,,,,Jack in the Dark,,,,,,,,,,,
Zoku: The Legend of Bishin,SNES,25/12/1993,JP,Magifact,Magifact,,Beat 'em Up,,,,,Zoku: The Legend of Bishin,,,,,,,,,,,
Super Darius II,TurboGrafx-CD,24/12/1993,JP,NEC Interchannel,A-Wave,Darius,Scrolling Shooter,,,,,,,,,,,,,,,,
Ganbare Goemon 2: Kiteretsu Shogun Magginesu,SNES,22/12/1993,JP,Konami,Konami,Goemon,Action Platformer,,,,,Ganbare Goemon 2: Kiteretsu Shogun Magginesu,,,,,,,,,,,
Ganbare! Daiku no Gensan,SNES,22/12/1993,JP,Irem,Irem,Hammerin' Harry,Beat 'em Up,,,,,Ganbare! Daiku no Gensan,,,,,,,,,,,
Ys IV: The Dawn of Ys,TurboGrafx-CD,22/12/1993,JP,Hudson Soft,Hudson Soft,Ys,Action RPG,,,,,,,,,,,,,,,,
Kaijū-ō Godzilla,Game Boy,17/12/1993,JP,Bandai,Bandai,Godzilla,Action,,,,,,,,,,,,,,,,
Gabriel Knight: Sins of the Fathers,PC,17/12/1993,NA,Sierra On-Line,Sierra On-Line,Gabriel Knight,Adventure,,,,,Gabriel Knight: Sins of the Fathers,,,,,,,,,,,
Alcahest,SNES,17/12/1993,JP,Square,HAL Laboratory,,Action RPG,,,,,Alcahest,,,,,,,,,,,
Liberation: Captive 2,Commodore Amiga,15/12/1993,NA,Mindscape,Byte Engineers,Captive,Dungeon Crawler,,,,,,,,,,,,,,,,
Eternal Champions,Sega Genesis,11/12/1993,NA,Sega,Sega,Eternal Champions,Fighting,,,,,Eternal Champions,,,,,,,,,,,
Undercover Cops: Hakaishin Garumaa,Game Boy,10/12/1993,JP,Irem,Irem,Undercover Cops,Card Game,,,,,,,,,,,,,,,,
Nazo Puyo 2,Sega Game Gear,10/12/1993,JP,Sega,Compile,Puyo Puyo,Puzzle,,,,,Nazo Puyo 2,,,,,,,,,,,
Jim Power: The Lost Dimension in 3-D,SNES,10/12/1993,NA,Electro Brain,Loriciel,Jim Power,Action Platformer,,,,,,,,,,,,,,,,
Romancing SaGa 2,SNES,10/12/1993,JP,Square,Square,SaGa,Turn-Based RPG,,,,,Romancing SaGa 2,,,,,,,,,,,
Mansion of Hidden Souls,Sega CD,09/12/1993,NA,Vic Tokai,System Sacom,Mansion of Hidden Souls,FMV,,,,,Mansion of Hidden Souls,,,,,,,,,,,
Blake Stone: Aliens of Gold,PC,03/12/1993,NA,Apogee Software,JAM Productions,Blake Stone,First-Person Shooter,,,,,Blake Stone: Aliens of Gold,,,,,,,,,,,
Asylum,Acorn Archimedes,01/12/1993,EU,Digital Psychosis,Digital Psychosis,,Action Platformer,,,,,,,,,,,,,,,,
Quest for Glory: Shadows of Darkness,PC,01/12/1993,NA,Sierra Entertainment,Sierra Entertainment,Quest for Glory,Adventure,,,,,Quest for Glory: Shadows of Darkness,,,,,,,,,,,
The Terminator: Rampage,PC,01/12/1993,NA,Bethesda Softworks,Bethesda Softworks,The Terminator,First-Person Shooter,,,,,The Terminator: Rampage,,,,,,,,,,,
Lunar: The Silver Star,Sega CD,01/12/1993,NA,Working Designs,Game Arts,Lunar,Turn-Based RPG,,,,,Lunar: The Silver Star,,,,,,,,,,,
Battletoads & Double Dragon: The Ultimate Team,SNES,01/12/1993,NA,Tradewest,Rare,Double Dragon,Beat 'em Up,,,,,,,,,,,,,,,,
Metal Marines,SNES,01/12/1993,NA,Namco,Namco,,Real-Time Strategy,,,,,Metal Marines,,,,,,,,,,,
Nobunaga's Ambition,SNES,01/12/1993,NA,Koei,Koei,Nobunaga's Ambition,Turn-Based Strategy,,,,,Nobunaga's Ambition,,,,,,,,,,,
Super Nova,SNES,01/12/1993,NA,Taito,Act Japan,Darius,Scrolling Shooter,,,,,Super Nova,,,,,,,,,,,
The Adventures of Dr. Franken,SNES,01/12/1993,NA,DTMC,MotiveTime,Dr. Franken,Metroidvania,,,,,The Adventures of Dr. Franken,,,,,,,,,,,
Kirby's Pinball Land,Game Boy,30/11/1993,NA,Nintendo,HAL Laboratory,Kirby,Pinball,,,,,Kirby's Pinball Land,,,,,,,,,,,
Nightmare Collection: Dead of the Brain 2,NEC PC-9801,26/11/1993,JP,FairyTale,FairyTale,Nightmare Collection,Adventure,,,,,Nightmare Collection: Dead of the Brain 2,,,,,,,,,,,
RPG Jinsei Game,NES,26/11/1993,JP,Takara,Takara,Jinsei Game,Turn-Based RPG,,,,,,,,,,,,,,,,
Accele Brid,SNES,26/11/1993,JP,Tomy,Genki,,Rail Shooter,,,,,Accele Brid,,,,,,,,,,,
Aretha,SNES,26/11/1993,JP,Yanoman,Japan Art Media,Aretha,Turn-Based RPG,,,,,Aretha,,,,,,,,,,,
Teenage Mutant Ninja Turtles III: Radical Rescue,Game Boy,25/11/1993,NA,Konami,Konami,Teenage Mutant Ninja Turtles,Action Platformer,,,,,Teenage Mutant Ninja Turtles III: Radical Rescue,,,,,,,,,,,
Awesome Possum… Kicks Dr. Machino's Butt,Sega Genesis,25/11/1993,NA,Tengen,Tengen,,Side-Scrolling Platformer,,,,,,,,,,,,,,,,
Cybermorph,Atari Jaguar,23/11/1993,NA,Atari Corporation,Attention to Detail,Cybermorph,Vehicular Combat,,,,,Cybermorph,,,,,,,,,,,
Sonic Chaos,Sega Game Gear,23/11/1993,NA,Sega,Aspect,Sonic the Hedgehog,Side-Scrolling Platformer,,,,,,,,,,,,,,,,
Sonic the Hedgehog Spinball,Sega Genesis,23/11/1993,NA,Sega,Sega Technical Institute,Sonic the Hedgehog,Pinball,,,,,,,,,,,,,,,,
Disney's Aladdin,SNES,21/11/1993,NA,Virgin Interactive,Virgin Interactive,Aladdin,Side-Scrolling Platformer,,,,,Disney's Aladdin,,,,,,,,,,,
Arslān Senki,Sega CD,19/11/1993,JP,Sega,BEC,Arslan,Strategy RPG,,,,,,,,,,,,,,,,
Ys IV: Mask of the Sun,SNES,19/11/1993,JP,Tonkin House,Advance Communication,Ys,Action RPG,,,,,Ys IV: Mask of the Sun,,,,,,,,,,,
ClayFighter,SNES,15/11/1993,NA,Interplay Entertainment,Visual Concepts,ClayFighter,Fighting,,,,,,,,,,,,,,,,
Kamen Rider,SNES,12/11/1993,JP,Bandai,Sun L,Kamen Rider,Fighting,,,,,Kamen Rider,,,,,,,,,,,
Super Uno,SNES,12/11/1993,JP,Tomy Corporation,Tomy Corporation,Uno,Card Game,,,,,,,,,,,,,,,,
Disney's Aladdin,Sega Genesis,11/11/1993,NA,Sega,Virgin Interactive,Aladdin,Side-Scrolling Platformer,,,,,Disney's Aladdin,,,,,,,,,,,
Alvaleak Bōkenki,NEC PC-9801,05/11/1993,JP,Glodia,Glodia,,Turn-Based RPG,,,,,Alvaleak Bōkenki,,,,,,,,,,,
Duke Nukem II,PC,03/11/1993,NA,Apogee Software,Apogee Software,Duke Nukem,Action Platformer,,,,,Duke Nukem II,,,,,,,,,,,
Alien vs. Predator: The Last of His Clan,Game Boy,01/11/1993,NA,Activision,ASK Kodansha,Alien,Action Platformer,,,,,,,,,,,,,,,,
Batman: The Animated Series,Game Boy,01/11/1993,NA,Konami,Konami,Batman,Action Platformer,,,,,Batman: The Animated Series,,,,,,,,,,,
Tiny Toon Adventures 2: Montana's Movie Madness,Game Boy,01/11/1993,NA,Konami,Konami,Tiny Toon Adventures,Action Platformer,,,,,Tiny Toon Adventures 2: Montana's Movie Madness,,,,,,,,,,,
Police Quest: Open Season,PC,01/11/1993,NA,Sierra Entertainment,Sierra Entertainment,Police Quest,Adventure,,,,,,,,,,,,,,,,
Sam & Max: Hit the Road,PC,01/11/1993,NA,LucasArts,LucasArts,Sam & Max,Adventure,,,,,Sam & Max: Hit the Road,,,,,,,,,,,
Star Trek: Judgment Rites,PC,01/11/1993,NA,Interplay Productions,Interplay Productions,Star Trek,Adventure,,,,,,,,,,,,,,,,
Star Wars: Rebel Assault,Sega CD,01/11/1993,NA,LucasArts,LucasArts,Star Wars,Rail Shooter,,,,,Star Wars: Rebel Assault,,,,,,,,,,,
ActRaiser 2,SNES,01/11/1993,NA,Enix,Quintet,ActRaiser,Action Platformer,,,,,ActRaiser 2,,,,,,,,,,,
BioMetal,SNES,01/11/1993,NA,Activision,Athena,,Scrolling Shooter,,,,,BioMetal,,,,,,,,,,,
Lufia & The Fortress of Doom,SNES,01/11/1993,NA,Taito,Neverland,Lufia,Turn-Based RPG,,,,,Lufia & the Fortress of Doom,,,,,,,,,,,
Pop'n TwinBee,SNES,01/11/1993,EU,Konami,Konami,TwinBee,Scrolling Shooter,,,,,Pop'n Twinbee,,,,,,,,,,,
Ranma ½: Hard Battle,SNES,01/11/1993,NA,DTMC,Atelier Double,Ranma ½,Fighting,,,,,,,,,,,,,,,,
Tecmo Super Bowl,SNES,01/11/1993,NA,Tecmo,Tecmo,Tecmo Bowl,Sports,,,,,Tecmo Super Bowl,,,,,,,,,,,
Akumajō Dracula X: Chi no Rondo,TurboGrafx-CD,29/10/1993,JP,Konami,Konami,Castlevania,Metroidvania,,,,,,,,,,,,,,,,
Super Chinese World 2,SNES,23/10/1993,JP,Culture Brain,Culture Brain,Super Chinese,Action RPG,,,,,Super Chinese World 2: Uchū Ichibuto Daikai,,,,,,,,,,,
Ranma ½: Akanekodan Teki Hihou,SNES,22/10/1993,JP,Toho,Rumic Soft,Ranma ½,Turn-Based RPG,,,,,,,,,,,,,,,,
Sylphia,TurboGrafx-CD,22/10/1993,JP,Tonkin House,Compile,,Scrolling Shooter,,,,,,,,,,,,,,,,
Farland Story,NEC PC-9801,15/10/1993,JP,Technical Group Laboratory,Technical Group Laboratory,Farland Story,Strategy RPG,,,,,Farland Story,,,,,,,,,,,
Aero the Acro-Bat,SNES,12/10/1993,NA,Sunsoft,Iguana Entertainment,Aero the Acro-Bat,Side-Scrolling Platformer,,,,,Aero the Acro-Bat,,,,,,,,,,,
Link: The Faces of Evil,Philips CD-i,10/10/1993,NA,Philips,Animation Magic,The Legend of Zelda,Action Adventure,,,,,Link: The Faces of Evil,,,,,,,,,,,
Zelda: The Wand of Gamelon,Philips CD-i,10/10/1993,NA,Philips,Animation Magic,The Legend of Zelda,Action Adventure,,,,,Zelda: The Wand of Gamelon,,,,,,,,,,,
Crash 'N Burn,3DO,04/10/1993,NA,Crystal Dynamics,Crystal Dynamics,,Racing,,,,,Crash 'n Burn,,,,,,,,,,,
Paladin's Quest,SNES,01/10/1993,NA,Enix,Copya System,Lennus,Turn-Based RPG,,,,,Paladin's Quest,,,,,,,,,,,
Dungeon Explorer II,TurboGrafx-CD,01/10/1993,NA,Turbo Technologies,Hudson Soft,Dungeon Explorer,Action RPG,,,,,,,,,,,,,,,,
Wizardry Gaiden III: Yami no Seiten,Game Boy,25/09/1993,JP,ASCII Entertainment,Sir-Tech Software,Wizardry,Turn-Based RPG,,,,,,,,,,,,,,,,
